A2AP	AACT	ACTC1	AFAM	ANGT	ANT3	APOA1	APOA2	APOA4	APOE	APOL1	APOM	B2M	C1QA	C1S	C2	C4BPA	C6	C8A	C8B	C8G	C9	CADH5	CAH1	CAMP	CD5L	CFD	CFH	CFI	CLU	CP	CRP	CST3	F13A	FA12	FA9	FETUA	FETUB	FN1	GSN	HBA2	IGFBP3	ITIH2	KNG1	LG3BP	MMP7	PEDF	PLG	PLTP	PON1	PON3	PRDX2	PRG4	PROC	PROS	Q5JVE8	REN	SERPINA4	SERPINA5	SERPINC1	SHBG	SPARC	TNC	TTR	VTN
-1.6223609051865289	0.8537410484939048	3.0838296315992264	0.6620206154235164	-1.6522174187438765	-0.7347066760683737	1.6486011733224257	-1.0447247050744422	-0.3040778969513573	-0.7527660447991376	-2.0368960443512623	-0.30474235772092667	-1.6529761931924793	-1.1719861873428399	-0.7537485376308725	-3.2257017617479575	-0.3617298786417906	-0.7028389790708798	-0.3485768472518613	0.5689987635977869	0.29930840384089824	0.3557485848338841	-1.6471118403475222	-1.2753915828595144	-5.174191866698672	-1.925652140193421	1.899400454924941	-0.319556674133618	-0.9815367587191229	0.34307142112492456	-0.9603958425914562	0.3501978520356441	-2.038625338812353	-5.055120266378302	-0.3424654763303362	-3.511736121051544	-2.741006516998127	0.017070128089094482	3.672025934018313	0.6330662015383745	-2.5060158821300207	-1.8331925937730187	0.036040477576944584	-0.3134822874173998	-0.5250879465784335	-5.811907446051539	-0.5774895622394183	0.8325863959049021	-2.1539546969502585	-3.28613001210321	-1.0643160586097653	-1.9337350545672731	-0.26030428774322084	-0.7723131209533198	-0.9286720399524296	-2.1736037943349125	-0.9308213627082838	-1.766511494407783	-2.8915549387149144	-1.3166510478039044	-2.264202687913366	-1.3528525825886597	-1.92349607294923	5.359249319671438	-1.6175719832495359
-1.4070754579984857	0.6417223935958932	0.40153527107209636	1.4182728004806524	-1.1444456932782592	-0.5678405818799821	3.033285709777608	-0.17959320522924058	0.35953766954455973	0.630056640746014	-1.6072358956946764	0.07952900192300238	-1.7538335022258906	-1.2616043063439168	-0.8538158069872274	-3.025282076590042	0.4559990745262499	-0.3093538364697927	-0.16716512485821536	0.5602867932120558	0.371705687386249	-0.12458196661028932	-1.7945929702061598	-2.1217649359693	-3.784747671759037	-1.9954579738049838	2.277537384018308	-0.04898962733352536	-1.1036832232169238	0.946299127689905	-0.8116383187232464	-0.9274692824254162	-1.5705086885899155	-4.784923264771735	0.6285667290485216	-2.5899251200199336	-2.0819140692266673	0.5840139757064439	2.836411083015136	1.0811815314499047	-2.756924178124385	-1.1750994301324524	0.43720865080861243	-0.006094074075690022	1.4657325937605685	-4.873032894982268	0.4296850833000007	1.1670244606092328	-1.2914290649599132	-2.959461060862546	0.4419691396757868	-2.34162678356332	0.36900370514557457	-1.3294848790366829	0.2791374971004863	-0.614752488546333	0.663540384831023	-1.2795303633468011	-2.158800384813226	-0.9746817980587319	-2.609184766180995	-3.028410327222335	-2.0622485062539155	5.810146668463921	-0.8456598368875053
-1.8622666756945363	0.49612426614693034	-2.7371254503385285	0.45937604306442453	-0.9595711531863992	-0.8260329078086726	1.8620790268162222	-0.6114083665096951	0.7380319461856907	0.21594532255120033	-2.158587654356456	-0.04718433402099668	0.14098808683223446	-1.3671790164150097	-1.0675427727888134	-3.2983317354884836	-0.2093172752784489	-0.7483521099410679	-0.6856977937017152	-0.059600265091170265	0.14618145701079868	0.11366897650221183	-1.9361135230439879	-1.169530479940506	-4.485575819759028	-0.7392713997025402	3.504983695714503	-0.49807962635344194	-1.4749185968288405	0.5577146325595005	-1.6010318259647265	-0.7972256642026455	-0.7521112581470986	-4.853030651363149	-0.10975283649033289	-3.845673507605727	-2.81153019902308	0.2988319268014001	1.7642684330079639	0.9575750427894794	-2.488207066526066	-0.7766971779271447	0.1473949054049653	0.07706895332088781	0.6672988316862991	-5.867635281169228	0.36321335808261984	0.506750517450291	-1.70685218969146	-2.4005009463240627	-0.4105061698022382	-2.153743071105364	-0.3635551620446961	-0.685897192148563	-0.8790312413234551	-1.835095990867769	-3.388709067733772	-1.404000317915948	-2.7237540225765606	-1.2821795700179475	-2.650272346064167	-4.075145355889014	-2.906998496585182	6.1890082510094535	-1.9579456027134878
-1.688218233664458	0.17936005881111336	-1.8084702159449086	0.5047283784142043	-1.8078611856347166	-0.7730565043144583	2.2889278616573168	-1.1771629139181476	-0.820797343730445	-0.6395628804604649	-2.204790481310007	0.23862822275982254	-2.5485401051174494	-1.7436487620051098	-0.841907407590019	-3.378429758045254	-0.48600898086447125	-0.5236253508614491	-0.5983936834447416	0.45814266247470925	-0.2485850237215919	0.28446134535695455	-2.3305428794135	-1.8952933873282534	-4.188185903927776	-1.7779867284690314	0.9759812321362322	-0.3538397972843305	-1.571356589753916	0.286885424565289	-1.0269787444979523	-1.8283984328695462	-2.406003584772218	-4.715862950541595	0.33789121995154187	-2.735026148911199	-2.8986885633372146	-0.0035544591514497367	1.8385056590330462	0.3220578615337603	-1.9450595440176437	-0.3364284264051159	0.28869674731685796	-0.7356844713578407	-1.6499557921752408	-5.59603334898663	-0.7276241766554865	0.3964913630159371	-2.603055805840287	-2.806744966526846	-0.21340800953361738	-1.8873868097215838	-0.6714925427393756	-0.7121961963602725	-0.5033054812747769	-1.1257439898844093	0.12472790030732096	-1.322443311463522	-3.138674664391841	-1.509281174751073	-1.8592537680123817	-5.668010363111245	-2.238958974455822	5.15722574625213	-1.8271330275721627
-1.5096137560599412	0.004538698131476952	-1.7344336635510231	-0.019048928117178256	-2.1576364590286716	-1.1701515216289948	1.6100019722984653	-1.348335197202121	-2.1948654549506186	0.6681213862985657	-1.7999749330334625	-0.1473858913072324	-2.5753187292126114	-2.1568816533331687	-1.0484621736693502	-3.5721633791932272	-0.20411053409939994	-0.6227844660065657	-0.3176911586013035	0.30634187636119	0.41755702044002707	0.2028707011409523	-2.465630689531218	-1.298264331134881	-3.5421808260116823	-0.9525506462173724	0.9021170966578685	-0.5046387978392661	-1.8283792618235137	0.3464424705497875	-0.5051234190530208	1.4490185147252932	-3.3502857204478396	-6.518912228058168	0.07775504626308469	-3.0632003986346983	-2.649973853342345	-1.234174316608147	1.2424504233713263	0.10321367189821723	-1.4339876482663838	-0.8825396091887685	-0.28524107672647	-1.1038307543355486	1.025390495103032	-5.763209658299118	-1.6092150310613778	0.7443251123552408	-2.5277943280682083	-2.947419343576794	-0.7206334749293379	-1.6013102885665607	-0.06469727525253675	-1.3800387373092862	-0.4438747095223866	-1.0435211448855277	-1.2901459627105807	-1.1927030634247402	-4.169850321189898	-1.6243671231827603	-3.1856431572594492	-4.783664722786183	-2.988966089796749	4.3686872128221506	-1.7884735639756244
-1.5356872246404716	0.4799581055047532	-1.5552104415700576	0.5211019444888707	-1.2823112081297314	-0.52310450234866	2.5952261489099064	-0.4529689897990507	-1.450346301467102	-0.1355960448155462	-2.7233804608841576	-0.1252116947422641	-2.8416900044415976	-1.3279272329913312	-0.9327589002464024	-3.3740730355294506	-0.29074956237801325	-1.4902995987439853	-0.3624722216838552	0.708611920151747	0.02491176054861214	-0.027594240471447234	-2.2667306473962583	-2.0602869309707366	-3.9881169283638593	-0.7340194344102573	0.5774274082757785	-0.6062401813245379	-1.3568313241377088	0.297765687795167	-0.7194600840283991	-1.5360337172360838	-2.8176160960254366	-4.7050029723524345	0.218097637484916	-3.167988054856482	-2.764545643678477	0.9382361410423715	2.5415883685663654	0.4431709186607386	-2.9333855827858097	-0.6058828528535749	0.057205122755512386	-0.7376646109262709	-0.25536449510808334	-5.5772671169520205	-1.2927061647914533	0.6466118306826671	-2.2738847272649805	-2.301699611990895	-0.006861627901017233	-2.4684322293387337	-0.3843940206896581	-1.135835344960507	-0.6865375585892791	-1.4333364537248352	-0.4838774960518055	-1.2943473908207568	-3.166670313359664	-1.1102611547370296	-1.4181777894777592	-4.855340516919714	-2.5390148313237306	5.315027825940618	-1.8565116816401068
-1.5656804668407454	-0.3941347364626615	-2.3342785437244946	1.137655534814487	-1.3927127070039418	-0.7128956011643774	1.8971826704412516	-0.5275128829152418	-0.47166020004293363	-0.41127294264092173	-2.3128189674993713	-0.5281390826601516	-2.6514992497666805	-1.4828741695195369	-0.9049470124209866	-3.3189390522833877	-0.3241207837419144	-1.2786181177006666	-0.31215040883598794	0.44007407064640464	0.44544789749214775	-0.4068432893219984	-2.161026473758719	-1.2499582410711052	-4.767589426044038	-0.27004059777813993	0.3175960507736169	-0.1452217296449286	-1.2837586507740073	0.30639446592794783	-0.8794924852589111	-2.4840316234988067	-3.1115719520618597	-4.894132167114873	0.5871478442563525	-2.710554958735006	-1.9728533590309445	0.7677455667209799	2.3968244938328365	0.358656231171947	-1.8131790227015387	-1.4332218451317627	0.37127508756942457	-0.3274914459545832	2.067054993287207	-5.077164773452288	-0.5700173731427358	0.29098682272502996	-2.0601191361141886	-3.0080854195514113	-0.9963998456331669	-1.6639217280587644	-0.24091736860818483	-1.06328844447238	-0.47776348926062506	-1.1320365920954236	0.2748679961470619	-1.1932672593911222	-2.8368737419954146	-1.0998126625902758	-1.946596858143347	-5.413898641559892	-2.347184992839689	5.327470435817216	-0.9184500098027292
-1.713532369445611	0.10165872404818115	-1.3082982106019714	1.2086896784910925	-1.6548133102708116	-0.8968149103420529	1.9388253049868727	-0.7340042400749403	-0.25880901196430445	-0.5402832099321274	-2.0615560796629215	-0.42884246069127424	-2.6407077758714133	-1.6097095588155916	-1.0623822781100296	-3.2148570227994155	-0.03711307581821174	-0.8796877327500814	-0.2888078427151543	0.34896775814960235	0.37821989731072153	-0.4865937536076522	-1.666254591477092	-1.8029321512999625	-4.078358206916324	-1.0479910829505583	1.4595997369173934	-0.44387764772241456	-1.475719866698463	0.36878720906544715	-0.9472970669308761	-2.9434409892472218	-2.4980565106829644	-4.996639372305198	0.3600005974256162	-2.638055346432439	-2.520317663235316	0.31334929520431287	2.0384212319670887	1.380450212562409	-1.7228214974010316	-0.5192438664626972	0.07349066694032524	-0.3164755896828231	-0.14216377746219258	-5.732332647424056	-0.5449142162042678	0.6158281661525906	-1.5298963352227075	-3.2749327162842357	-1.38470011531063	-1.4993923018271809	-0.5918045083466374	-1.4467897019732072	-0.28741048794829666	-1.0789470857649228	0.04456908513814328	-1.2302165776817129	-2.5437783282266553	-1.5895468936964838	-2.5722702790787837	-5.781689383125821	-1.9966226597748944	5.571896392885607	-1.0260160880965943
-2.1415093351570356	-0.6272327410429237	-2.634453022440455	-0.13358797749357101	-2.431886777916228	-1.618960594990059	1.2055829397948612	-1.1520888841203807	-0.8720697455576085	-0.7439568287917793	-3.6662839520674693	-0.9035383952521604	-2.1507193091080676	-2.252047873719016	-1.3538202342498176	-4.032467481787462	-0.4473648885930961	-1.2023831653534178	-1.2288298961037516	-0.40592518902234426	-0.4794827457620093	-0.6053422767525538	-2.6194010993880457	-2.2071322163497675	-4.746497357972447	-1.614279334459275	0.9410012364169088	-0.827135036330346	-2.087547993931635	0.021683762297601203	-1.6737895008634935	-5.954578111112068	-2.243898862518577	-4.690912406840848	-0.5080442038166495	-3.244930471450255	-3.424574196740002	-0.21753453029043848	0.8941861710442237	-0.05091763379911079	-2.8554687412883366	-0.9900683535033106	-0.26297757481473205	-1.0909080389314978	-0.7100971859520335	-6.238471302478738	-0.815703189401655	-0.39154225491402006	-2.7260989763254266	-3.0828875217056457	-0.9577584637393444	-3.4679536701390172	-0.5149664084660518	-2.1015862421735463	-0.6642504803658563	-1.2772862607225595	0.5477574807826121	-1.6089514538501681	-3.5979770333643555	-2.3080583162459134	-2.3211537856280957	-5.471711584721783	-2.7005823327200664	5.047465755952321	-1.6223552902091978
-2.1221813366744433	-0.4510145134360243	-1.538954360737878	0.7590032965230255	-1.8466361513463554	-1.1580531021506766	1.3539154472998642	-1.371099454174101	-1.0483574291381457	-0.37548484508370117	-2.846067641825602	-1.4262198492747393	-2.234066395995841	-2.1190686140507364	-1.4181150095725714	-3.6591955969858763	-1.0137011942867542	-1.1555175219658	-0.7825400245731607	0.1319820659501336	0.0384040104992923	-0.6989339160022779	-2.0781154361019567	-1.9796504925046445	-4.569702638431711	-1.602888723517205	0.6165079353779058	-0.818926049128688	-1.8736842961768299	0.13460717878623252	-1.3753881093362843	-2.215429861247282	-2.505823213407082	-5.210884148466679	0.14719197678221574	-3.1668405882414974	-3.091190013158417	-0.6217029413036645	1.3880600882950789	0.164569347850495	-3.520979408169049	-1.5779890314373226	-0.2212986072680099	-0.8229079957387752	0.913926549790019	-6.1572451260217225	-0.6947369973535754	0.3428268910421547	-2.161859697283181	-2.9961485095348817	-1.0852713094112993	-2.4857612996002865	-0.22670156802761335	-2.006049345968933	-0.864088564594049	-1.0707342698729683	-1.345166786741431	-2.127309040232598	-2.9959164653449024	-2.0364702635538383	-2.0573402877219067	-5.453488628916593	-3.1871180832460926	4.944329358230428	-2.0443104579109344
